ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm),Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year
SOAD11076,Navaldia,Yes,Flood Risk Reduction,Earth,9.494,0.45,43965.0,1964.0,,0.13396,5.32658,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.0926,20.9,15.6,,9.494,0.45,0,43965.0,0,10.691171886920062,0.0,
SOAD11191,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.736,0.333,,1956.0,,,,,,,73.42,Low,,,0.1128,15.8,48.1,,9.736,0.333,0,,1,,0.0,
SOAD12017,Navaldia,No,Water Supply,Earth,18.488,0.204,,1975.0,,0.13199,0.0,Uncontrolled,22/09/1976,,16.6,Low,Not Rated,18/06/2014,0.0587,23.6,451.4,8.2,18.488,0.204,0,,1,,0.0,
SOAD18486,Lyndrassia,No,Recreation,Earth,10.778,,0.0,1975.0,,0.24034,8415.9964,,18/10/1979,0.0,9.93,High,Not Rated,,0.1172,5.5,185.0,6.8,10.778,,1,,1,,0.0,
SOAD03631,Navaldia,Yes,Flood Risk Reduction,Earth,9.143,0.029,,1983.0,,0.06501,5.32658,,,,,Low,Not Rated,18/06/2014,0.0682,47.4,17.9,,9.143,0.029,0,,1,,0.0,
SOAD05472,Flumevale,Yes,Water Supply,Earth,34.782,0.209,187000.0,1982.0,,0.13593,2.66329,,24/08/2022,0.5,,Low,Satisfactory,01/09/2017,0.0699,28.1,14.6,32.0,34.782,0.209,0,187000.0,0,12.138869243416009,0.0,
SOAD11022,Navaldia,Yes,Flood Risk Reduction,Earth,12.097,0.728,88510.0,1965.0,,0.1379,5.32658,,01/08/1977,,,Low,Not Rated,18/06/2014,0.1017,25.1,11.0,,12.097,0.728,0,88510.0,0,11.3908821170575,0.0,
SOAD12671,Navaldia,Yes,Flood Risk Reduction,Earth,7.482,0.523,41580.0,1971.0,,0.13593,7.98987,,,,,Low,Not Rated,18/06/2014,0.1083,11.5,22.5,,7.482,0.523,0,41580.0,0,10.635398611146856,0.0,
SOAD15649,Navaldia,Yes,Recreation,Earth,11.731,0.117,,1905.0,1984H;1985S;2006M,0.45507,50.60251,Uncontrolled,27/01/2021,1.0,,High,Poor,,0.1323,154.7,912.0,7.4,11.731,0.117,0,,1,,3.0,2006.0
SOAD18211,Lyndrassia,Yes,Irrigation,Earth,3.461,0.033,,1951.0,,,,,,,20.32,Significant,,,0.1687,390.0,291.2,29.6,3.461,0.033,0,,1,,0.0,
SOAD05235,Navaldia,Yes,Flood Risk Reduction,Earth,17.215,0.279,58032.0,1959.0,2011O,0.88453,5.32658,Uncontrolled,08/06/2021,5.0,0.8,High,Satisfactory,26/01/2022,0.0839,204.2,317.3,,17.215,0.279,0,58032.0,0,10.968767093246287,1.0,2011.0
SOAD14486,Lyndrassia,No,Recreation,Earth,11.21,,0.0,1969.0,,0.22852,5555.62294,,,0.0,16.2,High,Not Rated,,0.0932,39.1,134.4,7.2,11.21,,1,,1,,0.0,
SOAD06367,Navaldia,Yes,Water Supply,Earth,16.856,0.257,,1898.0,2009H,0.14381,34.62277,,09/11/2020,1.0,,High,Satisfactory,,0.1112,6.2,726.1,59.1,16.856,0.257,0,,1,,1.0,2009.0
SOAD06976,Navaldia,No,Recreation,Earth,14.978,0.217,99000.0,1954.0,,0.1832099999999999,5.32658,Uncontrolled,14/06/2011,,7.67,Significant,Not Rated,14/06/2016,0.1368,27.0,212.9,4.8,14.978,0.217,0,99000.0,0,11.502885230075814,0.0,
SOAD09077,Navaldia,Yes,Irrigation,Earth,3.616,1.0,,1948.0,,0.0,0.0,,03/03/1976,,,Low,Not Rated,18/06/2014,0.1093,13.2,5.6,32.6,3.616,1.0,0,,1,,0.0,
SOAD09204,Lyndrassia,No,Fish and Wildlife Pond,Earth,8.254,0.133,20000.0,1948.0,,0.12214,1725.81192,Uncontrolled,,0.0,,Low,Not Rated,,0.1108,37.3,13.5,,8.254,0.133,0,20000.0,0,9.90353755128617,0.0,
SOAD15277,Flumevale,Yes,Recreation,Earth,4.989,0.59,,1896.0,,0.50629,0.0,,02/11/2015,6.0,15.62,Low,Satisfactory,05/09/2018,0.0403,467.3,380.1,7.8,4.989,0.59,0,,1,,0.0,
SOAD18656,Navaldia,Yes,Flood Risk Reduction,Earth,6.382,0.467,32200.0,1962.0,,0.15169,5.32658,Uncontrolled,13/06/2016,5.0,9.88,High,Not Rated,13/06/2021,0.069,44.4,435.7,,6.382,0.467,0,32200.0,0,10.379752786950895,0.0,
SOAD06173,Flumevale,Yes,Irrigation,Earth,10.989,0.619,,1907.0,,0.26201,0.0,Uncontrolled,12/09/2022,2.0,8.0,Significant,Satisfactory,12/09/2022,0.1185,565.4,318.7,8.8,10.989,0.619,0,,1,,0.0,
SOAD09104,Navaldia,Yes,Flood Risk Reduction,Earth,8.067,0.367,48750.0,1969.0,,0.06895,7.98987,,,,,Low,Not Rated,18/06/2014,0.1131,12.5,18.6,,8.067,0.367,0,48750.0,0,10.79448098903612,0.0,
SOAD01601,Navaldia,Yes,Grade Stabilization,Earth,17.257,0.34,,1895.0,,0.3349,10.65316,,27/12/2019,1.0,,High,Satisfactory,,0.069,577.3,650.6,,17.257,0.34,0,,1,,0.0,
SOAD17756,Navaldia,Yes,Flood Risk Reduction,Earth,9.367,0.35,,1959.0,,0.13199,5.32658,Uncontrolled,19/01/2023,5.0,,High,Not Rated,06/06/2021,0.0526,32.3,713.7,,9.367,0.35,0,,1,,0.0,
SOAD01510,Lyndrassia,Yes,Recreation,Earth,18.586,0.357,100000.0,1964.0,1994,0.3349,2.66329,Uncontrolled,20/04/2021,2.0,19.94,High,Satisfactory,21/12/2007,0.0889,486.5,373.8,9.3,18.586,0.357,0,100000.0,0,11.51293546492023,1.0,1994.0
SOAD02164,Navaldia,Yes,Recreation,Earth,6.876,0.413,,1934.0,1987S;2017S,0.0,0.0,Uncontrolled,24/06/2019,5.0,,Significant,Fair,28/10/2019,0.1362,40.5,353.6,5.1,6.876,0.413,0,,1,,2.0,2017.0
SOAD08723,Navaldia,Yes,Flood Risk Reduction,Earth,14.587,0.565,,1984.0,,0.14381,5.32658,Uncontrolled,18/12/2020,5.0,,High,Fair,10/08/2021,0.1003,29.4,679.5,,14.587,0.565,0,,1,,0.0,
SOAD12506,Navaldia,Yes,Flood Risk Reduction,Earth,11.588,0.433,79150.0,1979.0,,0.07092,7.98987,,,,67.34,Low,Not Rated,18/06/2014,0.1191,24.8,151.4,,11.588,0.433,0,79150.0,0,11.279112699468135,0.0,
SOAD16010,Navaldia,No,Irrigation,Earth,7.132,0.377,,1967.0,,0.0,0.0,Uncontrolled,18/01/1979,,,Low,Not Rated,18/06/2014,0.0882,32.1,22.4,34.3,7.132,0.377,0,,1,,0.0,
SOAD20523,Navaldia,No,Recreation,Earth,7.743,0.23,,1930.0,1975S;1988S;2008S,0.22655,10.65316,Uncontrolled,02/06/2009,5.0,16.88,Significant,Not Rated,18/06/2014,0.0863,17.6,336.6,7.9,7.743,0.23,0,,1,,3.0,2008.0
SOAD08936,Lyndrassia,Yes,Irrigation,Earth,6.848,0.333,,1970.0,,,,,,,11.78,Low,,,0.0723,8.3,340.6,24.5,6.848,0.333,0,,1,,0.0,
SOAD11517,Flumevale,Yes,Irrigation,Earth,9.113,0.533,0.0,1888.0,,0.2167,0.0,Uncontrolled,13/05/2020,6.0,6.21,Low,Not Rated,,0.0498,31.2,394.8,7.0,9.113,0.533,0,,1,,0.0,
SOAD14060,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,13.416,0.083,,1940.0,,0.14972,,,,,63.93,Low,,,0.1027,14.8,69.7,,13.416,0.083,0,,1,,0.0,
SOAD02302,Navaldia,Yes,Flood Risk Reduction,Earth,19.149,0.38,94700.0,1962.0,,0.11426,7.98987,,,,,Low,Not Rated,18/06/2014,0.1287,30.9,11.7,,19.149,0.38,0,94700.0,0,11.458479838780507,0.0,
SOAD04927,Lyndrassia,Yes,Irrigation,Earth,3.871,0.038,,1904.0,,0.2758,21.30632,Uncontrolled,,1.0,63.12,High,Fair,05/09/2024,0.121,274.3,104.0,11.9,3.871,0.038,0,,1,,0.0,
SOAD02538,Navaldia,Yes,Recreation,Earth,11.142,0.25,,1968.0,,0.19503,2.66329,,06/02/2020,1.0,,High,Fair,,0.1135,20.9,582.5,4.6,11.142,0.25,0,,1,,0.0,
SOAD04708,Navaldia,Yes,Recreation,Earth,7.295,0.16,,1953.0,1995O,0.1792699999999999,10.65316,Uncontrolled,02/12/2020,5.0,,High,Fair,29/04/2021,0.0743,25.6,742.2,6.5,7.295,0.16,0,,1,,1.0,1995.0
SOAD04878,Navaldia,Yes,Flood Risk Reduction,Earth,16.768,0.2,65370.0,1970.0,,0.05713,7.98987,,,,,Low,Not Rated,18/06/2014,0.109,22.2,7.7,,16.768,0.2,0,65370.0,0,11.087834014026866,0.0,
SOAD09051,Navaldia,No,Unknow,Earth,2.485,0.3,,1973.0,,0.60282,0.0,,,,,Low,Not Rated,18/06/2014,0.1132,473.8,15.8,,2.485,0.3,0,,1,,0.0,
SOAD12474,Navaldia,Yes,Recreation,Earth,14.096,0.453,,1974.0,1980S,0.1379,61.25567,Uncontrolled,10/11/2021,5.0,6.15,High,Fair,29/08/2022,0.0975,20.1,325.3,4.8,14.096,0.453,0,,1,,1.0,1980.0
SOAD01988,Flumevale,Yes,Hydroelectric,Earth,2.424,0.137,1800.0,1860.0,,0.28565,7.98987,Uncontrolled,28/06/2022,1.0,40.85,High,Satisfactory,29/09/2023,0.1148,690.4,127.5,47.7,2.424,0.137,0,1800.0,0,7.496097345175956,0.0,
SOAD12951,Navaldia,Yes,Flood Risk Reduction,Earth,6.671,0.461,38770.0,1963.0,,0.09456,7.98987,,,,11.78,Low,Not Rated,18/06/2014,0.0766,45.0,241.4,,6.671,0.461,0,38770.0,0,10.565427823471362,0.0,
SOAD14714,Navaldia,No,Recreation,Earth,6.794,0.343,,1961.0,,0.34672,0.0,Uncontrolled,02/02/1982,,,Low,Not Rated,18/06/2014,0.0685,610.4,9.5,5.3,6.794,0.343,0,,1,,0.0,
SOAD17111,Navaldia,Yes,Water Supply,Earth,10.596,0.46,,1969.0,,0.1792699999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.0722,44.3,11.1,45.3,10.596,0.46,0,,1,,0.0,
SOAD18033,Navaldia,Yes,Irrigation,Earth,10.258,0.193,,1949.0,,0.21276,37.28606,Uncontrolled,23/04/2009,5.0,4.99,Low,Not Rated,18/06/2014,0.0477,24.1,523.3,37.1,10.258,0.193,0,,1,,0.0,
SOAD01024,Navaldia,Yes,Recreation,Earth,7.019,0.183,,1950.0,1988S,0.29353,5.32658,Uncontrolled,05/06/2009,,,Low,Not Rated,18/06/2014,0.0997,394.9,9.5,3.1,7.019,0.183,0,,1,,1.0,1988.0
SOAD06888,Navaldia,Yes,Recreation,Earth,5.336,0.88,,1964.0,,0.12805,0.0,,,,,Low,Not Rated,18/06/2014,0.0768,36.6,19.7,4.6,5.336,0.88,0,,1,,0.0,
SOAD08759,Navaldia,Yes,Recreation,Earth,9.071,0.3,,,2001H,0.44719,7.98987,,04/10/2020,1.0,,High,Fair,,0.1005,505.3,815.2,9.4,9.071,0.3,0,,1,,1.0,2001.0
SOAD16987,Navaldia,No,Water Supply,Earth,12.813,0.417,,1977.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0672,43.0,9.9,22.3,12.813,0.417,0,,1,,0.0,
SOAD00788,Navaldia,Yes,Flood Risk Reduction,Earth,13.94,0.283,,1977.0,1983S,0.44719,23.96961,Uncontrolled,31/01/2019,5.0,,High,Fair,26/02/2016,0.0828,519.3,523.5,,13.94,0.283,0,,1,,1.0,1983.0
SOAD17231,Navaldia,Yes,Unknow,Earth,5.71,0.3,,1908.0,1949H,0.27383,34.62277,Uncontrolled,08/12/2021,2.0,,High,Poor,10/04/2019,0.1345,264.9,761.6,,5.71,0.3,0,,1,,1.0,1949.0
SOAD05511,Flumevale,Yes,Water Supply,Earth,29.498,1.14,0.0,1994.0,,0.14184,0.0,Uncontrolled,18/05/2022,1.0,0.0,High,Satisfactory,18/05/2022,0.0996,40.5,276.9,38.8,29.498,1.14,0,,1,,0.0,
SOAD09640,Flumevale,Yes,Irrigation,Earth,8.868,0.167,30658.0,1888.0,2000S,0.29156,0.0,Uncontrolled,18/04/2022,2.0,6.5,Significant,Fair,18/04/2022,0.1456,506.4,100.2,6.7,8.868,0.167,0,30658.0,0,10.330681536107859,1.0,2000.0
SOAD09917,Navaldia,Yes,Fish and Wildlife Pond,Earth,6.828,0.317,,1938.0,,,,Uncontrolled,23/09/2009,10.0,,Low,Not Rated,,0.0278,18.0,11.6,,6.828,0.317,0,,1,,0.0,
SOAD10116,Navaldia,Yes,Recreation,Earth,4.533,0.183,,1967.0,,0.50826,0.0,,,,,Low,Not Rated,18/06/2014,0.1065,249.2,23.1,7.2,4.533,0.183,0,,1,,0.0,
SOAD10157,Navaldia,Yes,Flood Risk Reduction,Earth,10.582,0.34,72450.0,1969.0,,0.07289,7.98987,Uncontrolled,27/03/2023,5.0,7.98,High,Not Rated,29/06/2022,0.0883,38.5,358.7,,10.582,0.34,0,72450.0,0,11.190665750276072,0.0,
SOAD10314,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.832,0.237,,1975.0,,,10.65316,Uncontrolled,31/08/2010,10.0,,Low,Not Rated,,0.0618,21.9,21.1,,2.832,0.237,0,,1,,0.0,
SOAD00012,Navaldia,Yes,Flood Risk Reduction,Earth,22.31,0.401,116720.0,1976.0,,0.06895,5.32658,,,,26.69,Low,Not Rated,18/06/2014,0.0779,14.2,150.6,,22.31,0.401,0,116720.0,0,11.66754175067196,0.0,
SOAD01290,Navaldia,Yes,Recreation,Earth,9.262,0.255,,1964.0,,0.36839,0.0,,,,,Low,Not Rated,18/06/2014,0.1224,456.5,6.2,9.3,9.262,0.255,0,,1,,0.0,
SOAD03709,Flumevale,Yes,Water Supply,Earth,9.505,0.35,75000.0,1940.0,,0.23837,0.0,,15/06/2022,0.5,,Low,Satisfactory,01/09/2017,0.0636,21.6,5.0,64.0,9.505,0.35,0,75000.0,0,11.225256725762893,0.0,
SOAD06186,Navaldia,Yes,Flood Risk Reduction,Earth,11.015,0.506,73875.0,1974.0,,0.13593,5.32658,Uncontrolled,14/08/2018,5.0,5.21,High,Not Rated,14/08/2023,0.0798,47.2,460.1,,11.015,0.506,0,73875.0,0,11.210143290995802,0.0,
SOAD11522,Lyndrassia,Yes,Other,Earth,18.66,0.217,180000.0,1977.0,,0.1832099999999999,5.32658,Uncontrolled,16/02/2023,5.0,19.86,High,Satisfactory,21/12/2007,0.0673,14.6,270.7,,18.66,0.217,0,180000.0,0,12.100717685412471,0.0,
SOAD00947,Navaldia,Yes,Unknow,Earth,6.872,0.263,,,,0.53781,13.31645,,08/09/2010,,,Low,Not Rated,08/09/2015,0.0966,288.0,12.3,,6.872,0.263,0,,1,,0.0,
SOAD03398,Navaldia,Yes,Recreation,Earth,12.301,0.255,,1911.0,2011S;2014S,0.31323,21.30632,,29/08/2017,2.0,,Significant,Fair,,0.132,476.1,354.8,6.3,12.301,0.255,0,,1,,2.0,2014.0
SOAD05485,Navaldia,Yes,Flood Risk Reduction,Earth,25.864,0.12,,1973.0,2003S,0.03349,10.65316,,04/11/2020,1.0,,High,Satisfactory,,0.0826,8.0,624.8,,25.864,0.12,0,,1,,1.0,2003.0
SOAD07073,Lyndrassia,No,Recreation,Earth,6.827,,0.0,1958.0,,0.394,452.7593,,,0.0,18.58,Low,Not Rated,,0.1102,441.3,299.7,5.0,6.827,,1,,1,,0.0,
SOAD08052,Navaldia,No,Unknow,Earth,8.36,0.237,,1966.0,,0.21276,0.0,,,,,Low,Not Rated,18/06/2014,0.1103,44.7,23.8,,8.36,0.237,0,,1,,0.0,
SOAD12059,Navaldia,Yes,Unknow,Earth,11.82,0.333,,1970.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0647,41.3,13.2,,11.82,0.333,0,,1,,0.0,
SOAD02992,Navaldia,Yes,Flood Risk Reduction,Earth,11.697,0.362,89450.0,1962.0,,0.09653,5.32658,Uncontrolled,03/10/2018,5.0,3.27,High,Fair,18/06/2014,0.0798,7.7,568.7,,11.697,0.362,0,89450.0,0,11.401446268304225,0.0,
SOAD03690,Flumevale,Yes,Other,Earth,24.003,0.528,105000.0,1996.0,,0.28565,0.0,Uncontrolled,24/05/1996,0.0,39.39,Low,Not Rated,,0.0759,710.9,143.6,,24.003,0.528,0,105000.0,0,11.561725152903833,0.0,
SOAD12149,Flumevale,Yes,Water Supply,Earth,8.813,1.536,,2009.0,,0.19897,0.0,Uncontrolled,14/07/2022,1.0,3.17,High,Satisfactory,14/07/2022,0.0878,34.8,785.0,28.6,8.813,1.536,0,,1,,0.0,
SOAD17528,Navaldia,No,Recreation,Earth,10.065,0.309,,1985.0,,0.0,0.0,Uncontrolled,25/05/1989,,,Low,Not Rated,18/06/2014,0.0787,11.7,9.9,5.2,10.065,0.309,0,,1,,0.0,
SOAD18838,Navaldia,Yes,Water Supply,Earth,4.643,0.483,,1964.0,,0.23837,0.0,,,,,Low,Not Rated,18/06/2014,0.0806,5.3,8.0,66.3,4.643,0.483,0,,1,,0.0,
SOAD18960,Lyndrassia,No,Recreation,Earth,10.712,,0.0,1955.0,,0.24231,2231.83702,,,0.0,11.79,Low,Not Rated,,0.1189,12.1,383.1,4.3,10.712,,1,,1,,0.0,
SOAD05194,Lyndrassia,No,Flood Risk Reduction,Earth,6.973,,0.0,1960.0,,0.38415,7678.265069999999,,,0.0,6.29,High,Not Rated,,0.1464,603.6,254.0,,6.973,,1,,1,,0.0,
SOAD09570,Navaldia,Yes,Flood Risk Reduction,Earth,9.595,0.233,53000.0,1957.0,,0.0906199999999999,7.98987,,15/04/2013,,,Low,Not Rated,18/06/2014,0.0748,5.7,22.2,,9.595,0.233,0,53000.0,0,10.87806606028079,0.0,
SOAD15682,Navaldia,Yes,Flood Risk Reduction,Earth,9.708,0.309,,1951.0,,0.2758,5.32658,,,,,Low,Not Rated,18/06/2014,0.0799,547.6,15.5,,9.708,0.309,0,,1,,0.0,
SOAD17039,Navaldia,Yes,Irrigation,Earth,10.256,0.333,,1958.0,,0.30732,0.0,Uncontrolled,08/12/2021,5.0,,Significant,Fair,17/03/2022,0.1041,429.2,55.8,18.6,10.256,0.333,0,,1,,0.0,
SOAD18368,Lyndrassia,No,Recreation,Earth,7.33,,0.0,,,0.20094,10719.74225,,,0.0,3.19,Low,Not Rated,,0.0935,38.4,722.5,5.7,7.33,,1,,1,,0.0,
SOAD19616,Navaldia,Yes,Flood Risk Reduction,Earth,8.832,0.3,29760.0,1965.0,,0.06895,7.98987,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.0665,6.9,17.0,,8.832,0.3,0,29760.0,0,10.300954090533025,0.0,
SOAD03270,Navaldia,Yes,Unknow,Earth,8.097,0.28,,1981.0,,0.35657,10.65316,Uncontrolled,18/03/2021,5.0,,High,Fair,30/04/2021,0.0892,641.1,604.8,,8.097,0.28,0,,1,,0.0,
SOAD03731,Navaldia,No,Unknow,Earth,6.107,0.317,,1966.0,,0.28171,0.0,,,,,Low,Not Rated,18/06/2014,0.1244,180.9,22.8,,6.107,0.317,0,,1,,0.0,
SOAD11324,Flumevale,Yes,Irrigation,Earth,2.835,0.617,32891.0,1879.0,,0.66783,0.0,Uncontrolled,21/04/2022,6.0,19.57,Low,Not Rated,,0.0652,406.6,218.1,20.1,2.835,0.617,0,32891.0,0,10.400984746090787,0.0,
SOAD05784,Navaldia,Yes,Irrigation,Earth,4.219,0.0,,1927.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0795,32.4,7.7,1.2,4.219,,1,,1,,0.0,
SOAD07086,Lyndrassia,No,Flood Risk Reduction,Earth,10.865,0.4,30719.0,1979.0,,0.10441,1502.09556,Uncontrolled,,0.0,,Low,Not Rated,,0.0715,12.0,23.6,,10.865,0.4,0,30719.0,0,10.332669187261608,0.0,
SOAD10784,Navaldia,No,Irrigation,Earth,21.765,0.2,,1965.0,,0.0,0.0,,17/11/1969,,,Low,Not Rated,18/06/2014,0.1057,46.7,19.0,13.6,21.765,0.2,0,,1,,0.0,
SOAD12448,Navaldia,Yes,Flood Risk Reduction,Earth,15.477,0.326,62410.0,1963.0,,0.06304,7.98987,,,,,Low,Not Rated,18/06/2014,0.0762,7.2,22.6,,15.477,0.326,0,62410.0,0,11.041496820872947,0.0,
SOAD17994,Navaldia,No,Recreation,Earth,7.508,0.217,,1927.0,,0.0,0.0,,23/03/2023,,,Low,Not Rated,18/06/2014,0.1095,45.0,6.5,6.2,7.508,0.217,0,,1,,0.0,
SOAD00371,Lyndrassia,Yes,Irrigation,Earth,6.904,0.44,,1969.0,,,,,,,58.23,Low,,,0.0917,16.0,64.4,36.5,6.904,0.44,0,,1,,0.0,
SOAD08034,Flumevale,Yes,Irrigation,Earth,15.622,0.187,67.0,1957.0,,0.17336,21.30632,,01/07/2008,6.0,66.29,Low,Not Rated,,0.064,34.8,177.9,27.6,15.622,0.187,0,67.0,0,4.219507705176107,0.0,
SOAD12838,Lyndrassia,Yes,Unknow,Earth,18.192,0.295,,2005.0,,0.1851799999999999,2.66329,,19/11/2020,3.0,7.59,High,Satisfactory,21/12/2007,0.0938,27.3,163.3,,18.192,0.295,0,,1,,0.0,
SOAD15300,Flumevale,Yes,Irrigation,Earth,7.535,0.325,51552.0,1951.0,,0.12017,7.98987,,18/07/2013,6.0,15.93,Low,Not Rated,,0.0611,40.6,445.4,18.9,7.535,0.325,0,51552.0,0,10.850365683678074,0.0,
SOAD18926,Lyndrassia,Yes,Irrigation,Earth,2.847,0.033,,1913.0,,,2.66329,,,,31.38,Low,,,0.0766,9.9,106.2,32.1,2.847,0.033,0,,1,,0.0,
SOAD20539,Flumevale,Yes,Flood Risk Reduction,Earth,13.39,1.383,322000.0,2017.0,,0.20882,,,17/02/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0853,24.9,858.5,,13.39,1.383,0,322000.0,0,12.682309930111785,0.0,
SOAD00247,Flumevale,Yes,Hydroelectric,Earth,10.598,0.067,2000.0,1860.0,,0.26792,7.98987,,28/06/2022,1.0,38.89,High,Satisfactory,29/09/2023,0.0905,76.8,55.9,56.6,10.598,0.067,0,2000.0,0,7.601402334583733,0.0,
SOAD08305,Navaldia,No,Recreation,Earth,8.845,0.559,39603.0,1970.0,,0.26792,0.0,,,,,Low,Not Rated,18/06/2014,0.0635,512.1,15.2,3.6,8.845,0.559,0,39603.0,0,10.586685402242406,0.0,
SOAD10549,Navaldia,Yes,Recreation,Earth,7.513,0.227,,1963.0,,0.0,0.0,Uncontrolled,18/04/1979,,1.58,Low,Not Rated,18/06/2014,0.0833,21.7,898.6,8.2,7.513,0.227,0,,1,,0.0,
SOAD14085,Navaldia,No,Recreation,Earth,8.688,0.3,,1963.0,,0.1576,10.65316,Uncontrolled,14/09/2020,4.0,21.93,High,Poor,14/09/2020,0.1121,16.5,421.8,6.4,8.688,0.3,0,,1,,0.0,
SOAD20645,Navaldia,Yes,Unknow,Earth,12.625,0.313,,1976.0,,0.24034,7.98987,Uncontrolled,05/03/1986,,,Low,Not Rated,18/06/2014,0.0538,4.9,11.6,,12.625,0.313,0,,1,,0.0,
SOAD02282,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.419,0.05,,1954.0,,,87.88857,Uncontrolled,,,35.95,Low,,,0.0948,18.5,82.6,,6.419,0.05,0,,1,,0.0,
SOAD03538,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.953,,0.0,1993.0,,0.27777,,,,0.0,0.0,Low,Not Rated,,0.1237,600.5,276.2,,9.953,,1,,1,,0.0,
SOAD05680,Navaldia,Yes,Unknow,Earth,9.123,1.533,,1954.0,1959O,0.10835,0.0,Uncontrolled,19/12/2018,5.0,0.0,High,Fair,19/11/2019,0.0912,21.7,537.1,,9.123,1.533,0,,1,,1.0,1959.0
SOAD14984,Navaldia,Yes,Flood Risk Reduction,Earth,9.136,0.455,,1959.0,,0.1576,5.32658,Uncontrolled,19/01/2023,5.0,,High,Fair,25/04/2023,0.085,29.0,761.6,,9.136,0.455,0,,1,,0.0,
SOAD16647,Flumevale,Yes,Fish and Wildlife Pond,Earth,7.266,0.472,15133.0,1941.0,,0.36051,314.26822,Uncontrolled,01/01/2001,0.0,24.02,Low,Satisfactory,13/10/2020,0.0702,181.3,107.9,,7.266,0.472,0,15133.0,0,9.624699147254466,0.0,
SOAD03350,Navaldia,Yes,Flood Risk Reduction,Earth,10.454,0.8,62690.0,1964.0,,0.13987,7.98987,,,,,Low,Not Rated,18/06/2014,0.0916,5.3,20.6,,10.454,0.8,0,62690.0,0,11.045973175648207,0.0,
SOAD04817,Navaldia,Yes,Flood Risk Reduction,Earth,15.551,0.303,54664.0,1957.0,,0.06107,5.32658,,,,,Low,Not Rated,18/06/2014,0.0953,25.7,13.2,,15.551,0.303,0,54664.0,0,10.908978929868585,0.0,
SOAD07517,Navaldia,Yes,Water Supply,Earth,14.495,0.217,,1900.0,,0.28959,2.66329,,14/10/2020,1.0,,High,Poor,,0.1124,469.4,557.7,22.3,14.495,0.217,0,,1,,0.0,
SOAD11483,Navaldia,Yes,Recreation,Earth,5.492,0.108,,1958.0,,0.61661,7.98987,,24/05/2016,5.0,,Low,Not Rated,,0.0629,658.9,23.0,8.0,5.492,0.108,0,,1,,0.0,
SOAD20361,Lyndrassia,Yes,Other,Earth,18.895,0.173,45000.0,1966.0,,0.1753299999999999,5.32658,Uncontrolled,26/10/2021,5.0,1.56,Low,Satisfactory,21/02/2017,0.0411,21.1,324.0,,18.895,0.173,0,45000.0,0,10.714439990727769,0.0,
SOAD20551,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.537,0.333,,1976.0,,,,,,,39.97,Low,,,0.0742,19.4,200.0,,5.537,0.333,0,,1,,0.0,
SOAD04484,Navaldia,Yes,Flood Risk Reduction,Earth,8.668,0.557,34475.0,1968.0,,0.15366,5.32658,,,,,Low,Not Rated,18/06/2014,0.0618,30.4,8.5,,8.668,0.557,0,34475.0,0,10.44801870876729,0.0,
SOAD13754,Navaldia,Yes,Flood Risk Reduction,Earth,9.53,0.487,54904.0,1977.0,,0.13593,5.32658,,,,,Low,Not Rated,18/06/2014,0.0554,44.6,12.8,,9.53,0.487,0,54904.0,0,10.913359698031813,0.0,
SOAD17662,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.7,0.264,,1977.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0891,21.9,14.1,,12.7,0.264,0,,1,,0.0,
SOAD08523,Lyndrassia,No,Flood Risk Reduction,Earth,12.036,0.233,45400.0,1988.0,,0.01773,412.80995,Uncontrolled,,0.0,,Low,Not Rated,,0.1037,18.5,14.3,,12.036,0.233,0,45400.0,0,10.723289410218579,0.0,
SOAD15563,Navaldia,Yes,Water Supply,Earth,5.354,0.32,,1968.0,,0.2758,0.0,,,,,Low,Not Rated,18/06/2014,0.0659,57.9,9.1,48.4,5.354,0.32,0,,1,,0.0,
