ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD05144,Flumevale,Yes,Water Supply,Earth,67.308,2.558,1460000.0,2012.0,,9.14671,74.57212,Uncontrolled,30/06/2022,1.0,0.0,High,Satisfactory,30/06/2022,0.1,501.8,764.2,13.7
SOAD01800,Lyndrassia,No,Irrigation,Earth,3.763,0.677,0.0,1922.0,,36.93159,263.66571,,11/08/2020,1.0,3.07,High,Not Available,,0.1116,686.0,214.6,6.9
SOAD19295,Flumevale,Yes,Flood Risk Reduction,Earth,113.476,0.822,10700000.0,1986.0,,9.66876,1968.17131,Uncontrolled,10/06/2020,1.0,11.49,High,Not Available,,0.0799,861.7,146.1,
SOAD00952,Flumevale,Yes,Water Supply,Masonry,79.28,0.237,0.0,1905.0,,7.07427,13236.5513,Uncontrolled,04/05/2022,1.0,8.16,High,Satisfactory,04/05/2022,0.0974,756.5,170.8,62.6
SOAD00622,Flumevale,Yes,Irrigation,Earth,14.336,7.8,0.0,1908.0,,30.65911,649.84276,Uncontrolled,16/12/2021,1.0,11.09,High,Satisfactory,16/12/2021,0.0853,766.2,315.5,21.2
SOAD18787,Flumevale,Yes,Water Supply,Earth,78.099,0.425,,1955.0,,10.13565,2929.619,Uncontrolled,23/08/2022,1.0,6.47,High,Poor,29/09/2023,0.1103,572.7,204.4,42.2
SOAD15177,Navaldia,No,Flood Risk Reduction,Earth,30.048,0.473,1112600.0,1971.0,,0.00788,1547.37149,Uncontrolled,28/06/2024,5.0,,High,Not Available,,0.0907,19.5,652.6,
SOAD13740,Flumevale,Yes,Water Supply,Rockfill,84.676,0.46,,1950.0,,10.61239,1432.8500199999999,Uncontrolled,29/08/2023,1.0,3.35,High,Unsatisfactory,29/09/2023,0.1337,880.2,895.3,67.0
SOAD14261,Navaldia,Yes,Recreation,Earth,29.569,1.5,,1949.0,,13.68559,2487.51286,Uncontrolled,30/08/2022,5.0,,High,Fair,18/06/2014,0.0693,518.9,881.1,4.6
SOAD07432,Flumevale,Yes,Hydroelectric,Concrete,61.875,0.445,117000.0,1917.0,,12.16081,559.2909,Controlled,01/08/2023,1.0,3.11,High,Fair,29/09/2023,0.0952,886.2,827.1,89.8
SOAD12011,Navaldia,Yes,Recreation,Earth,41.815,3.2,,1959.0,,13.16748,1227.77669,Uncontrolled,31/08/2022,5.0,,High,Fair,18/06/2014,0.0897,707.7,752.5,6.0
SOAD06480,Flumevale,Yes,Hydroelectric,Concrete,10.095,0.088,1460.0,1917.0,,12.29477,,,01/08/2023,3.0,3.31,Low,Satisfactory,29/09/2023,0.0625,876.3,839.3,76.6
SOAD20494,Flumevale,Yes,Water Supply,Earth,71.207,0.403,0.0,2018.0,,11.83576,716.4250099999999,,21/04/2022,1.0,24.65,High,Satisfactory,18/10/2018,0.0805,628.7,392.5,61.7
SOAD07164,Navaldia,Yes,Recreation,Earth,18.934,0.644,,1968.0,,27.90505,378.18718,,10/09/2020,1.0,,High,Satisfactory,,0.0872,638.6,931.7,7.4
SOAD00678,Navaldia,Yes,Irrigation,Earth,31.278,1.567,,1966.0,,15.194609999999999,2258.46992,Uncontrolled,17/12/2019,5.0,23.43,High,Satisfactory,31/08/2020,0.0596,835.5,120.0,5.4
SOAD07424,Flumevale,Yes,Hydroelectric,Earth,101.797,0.333,86300.0,1957.0,,5.93561,2282.43953,Controlled,25/07/2023,1.0,40.76,High,Fair,29/09/2023,0.1058,851.4,53.2,67.1
SOAD11742,Flumevale,Yes,Water Supply,Earth,16.719,1.397,20102.0,1909.0,2017,29.06932,1387.57409,Uncontrolled,13/10/2022,1.0,8.16,High,Satisfactory,13/10/2022,0.0875,586.5,162.2,61.6
SOAD07840,Flumevale,Yes,Water Supply,Concrete,75.001,0.225,,1959.0,,13.906229999999999,1619.2803199999998,Controlled,28/09/2022,1.0,29.51,High,Satisfactory,11/04/2023,0.1034,941.0,449.9,9.2
SOAD00360,Flumevale,Yes,Water Supply,Earth,5.041,0.667,,1959.0,,14.90699,1651.2398,,28/09/2022,1.0,29.85,Low,Satisfactory,11/04/2023,0.0649,517.3,326.5,32.6
SOAD11894,Navaldia,No,Flood Risk Reduction,Gravity,55.423,0.309,400200.0,1941.0,,2.2655,2357.01165,Controlled,10/11/2022,5.0,7.64,High,Not Available,,0.0735,71.2,258.0,
SOAD04355,Flumevale,Yes,Hydroelectric,Earth,70.998,0.28,834000.0,1961.0,,13.15566,186.4303,Controlled,22/08/2023,1.0,20.93,High,Satisfactory,29/09/2023,0.0857,761.0,291.0,76.5
SOAD13028,Navaldia,No,Flood Risk Reduction,Rockfill,61.738,1.52,4491200.0,1969.0,,7.73225,665.8225,Uncontrolled,07/09/2023,5.0,4.94,High,Not Available,,0.0671,821.7,807.7,
SOAD18147,Lyndrassia,No,Flood Risk Reduction,Earth,28.693,1.267,1708600.0,1976.0,,21.10855,804.31358,Uncontrolled,17/07/2024,5.0,,High,Not Available,,0.0902,935.3,920.2,
SOAD13242,Lyndrassia,Yes,Irrigation,Earth,21.846,0.497,,1941.0,,17.64332,55.92909,,01/04/2024,5.0,15.66,High,Satisfactory,03/03/2021,0.0545,670.1,373.8,41.1
SOAD16619,Navaldia,Yes,Hydroelectric,Earth,30.977,1.973,,1969.0,,27.92278,458.08588,Controlled,07/03/2018,5.0,,High,Not Rated,07/03/2023,0.1235,489.0,839.4,
SOAD07254,Navaldia,Yes,Other,Earth,43.289,3.5,,1977.0,,20.71652,45.27593,Uncontrolled,05/11/2020,5.0,,High,Satisfactory,29/08/2017,0.071,764.6,629.8,
SOAD14162,Flumevale,Yes,Hydroelectric,Rockfill,44.31,0.44,600000.0,1928.0,,15.446769999999999,205.07333,Uncontrolled,08/08/2023,1.0,31.1,High,Satisfactory,29/09/2023,0.076,615.2,136.8,75.4
SOAD13632,Navaldia,Yes,Water Supply,Earth,15.745,1.663,62400.0,1948.0,1958S;2013O,25.58833,1134.56154,Uncontrolled,07/12/2021,5.0,,High,Satisfactory,29/08/2022,0.0735,683.5,899.2,25.2
SOAD01239,Navaldia,Yes,Water Supply,Earth,38.348,2.767,3666000.0,1968.0,,17.42071,1970.8346,Uncontrolled,18/10/2016,5.0,,High,Not Rated,18/10/2021,0.0971,710.0,851.9,38.6
SOAD04919,Navaldia,Yes,Water Supply,Earth,28.111,1.433,,1959.0,,15.35615,298.28848,Uncontrolled,24/03/2016,5.0,1.67,High,Not Rated,24/03/2021,0.1068,507.8,682.9,54.3
SOAD09098,Navaldia,No,Flood Risk Reduction,Earth,63.554,0.575,2826400.0,1952.0,,10.11201,508.68838999999997,Uncontrolled,29/04/2022,5.0,,High,Not Available,,0.098,708.8,508.1,
SOAD05781,Navaldia,Yes,Water Supply,Earth,20.421,1.3,1211000.0,1914.0,1996H;1996S,30.99795,14174.02938,Uncontrolled,28/07/2022,5.0,0.0,High,Satisfactory,11/04/2023,0.0807,680.3,129.3,15.0
SOAD10100,Flumevale,No,Debris Control,Arch,99.11,0.381,0.0,1941.0,,6.5088799999999996,8021.829479999999,Uncontrolled,09/07/2019,5.0,31.92,High,Not Available,,0.1061,816.9,72.6,
SOAD18056,Lyndrassia,Yes,Irrigation,Earth,21.867,1.233,,1926.0,,27.572119999999998,229.04294,,25/10/2019,5.0,8.38,High,Satisfactory,12/05/2020,0.0653,785.0,317.2,28.8
SOAD05066,Flumevale,Yes,Irrigation,Earth,29.733,1.693,17413.0,1948.0,,24.4083,2639.32039,Uncontrolled,11/10/2022,1.0,14.35,High,Satisfactory,11/10/2022,0.085,565.3,300.1,34.6
SOAD01310,Flumevale,Yes,Water Supply,Earth,81.287,0.39,2679680.0,1934.0,,12.66119,1374.25764,,28/09/2022,1.0,10.64,High,Poor,25/05/2020,0.1235,575.3,455.1,61.5
SOAD12981,Navaldia,No,Other,Earth,39.004,5.36,12751000.0,1983.0,,24.999299999999998,189.09359,Uncontrolled,05/12/2023,5.0,,High,Not Available,,0.0731,596.7,808.4,
SOAD09598,Lyndrassia,No,Irrigation,Earth,38.944,0.4,250000.0,1920.0,1982H;1982S,18.54361,,Uncontrolled,12/08/2020,1.0,9.78,High,Not Available,,0.0794,562.3,207.6,6.2
SOAD03421,Flumevale,Yes,Hydroelectric,Earth,73.952,0.412,2547400.0,1951.0,,30.97431,29.29619,,19/06/2019,1.0,13.45,High,Not Available,,0.0852,790.5,157.0,79.4
SOAD01625,Flumevale,Yes,Hydroelectric,Earth,18.786,0.475,211900.0,1951.0,,29.70169,,,19/06/2019,1.0,13.26,High,Not Available,,0.103,951.3,419.6,84.5
SOAD13614,Navaldia,Yes,Irrigation,Concrete,30.587,0.465,,1939.0,2005F;2005S;2019S,14.6962,190824.7285,,30/07/2020,5.0,,High,Satisfactory,26/08/2015,0.0657,788.0,696.2,33.7
SOAD03707,Flumevale,No,Flood Risk Reduction,Earth,65.756,1.91,0.0,1975.0,,12.85228,1773.7511399999999,Uncontrolled,07/08/2020,5.0,26.26,High,Not Available,,0.09,766.4,344.8,
SOAD01813,Navaldia,No,Flood Risk Reduction,Rockfill,55.697,0.45,2035400.0,1962.0,,1.38294,1651.2398,Uncontrolled,24/05/2018,5.0,,High,Not Available,,0.1178,307.4,746.6,
SOAD19849,Flumevale,Yes,Hydroelectric,Earth,25.176,0.383,321200.0,1952.0,,30.21586,,,19/06/2019,1.0,12.98,High,Not Available,,0.1577,626.1,136.4,89.0
SOAD06147,Flumevale,Yes,Irrigation,Earth,70.832,0.225,910000.0,1937.0,,18.50421,1877.61945,,17/09/2020,1.0,48.51,High,Not Available,,0.1035,911.6,58.6,12.8
SOAD06128,Flumevale,No,Flood Risk Reduction,Earth,21.136,2.6,0.0,1951.0,,34.15389,1502.09556,Uncontrolled,14/11/2019,5.0,6.18,High,Not Available,,0.0504,939.2,239.3,
SOAD00286,Flumevale,Yes,Hydroelectric,Earth,116.369,0.347,3750000.0,1968.0,,9.653,1640.58664,Uncontrolled,02/07/2020,1.0,19.31,High,Not Available,,0.1552,713.9,233.4,71.9
SOAD07284,Navaldia,Yes,Water Supply,Earth,25.403,1.225,,1977.0,,17.0996,655.16934,Uncontrolled,09/05/2018,5.0,,High,Not Rated,09/05/2023,0.0964,615.4,798.4,51.1
SOAD19094,Flumevale,Yes,Hydroelectric,Concrete,163.847,0.241,365180.0,1968.0,,6.92652,25596.88019,,22/07/2020,1.0,62.08,High,Not Available,,0.1351,844.3,168.3,80.2
SOAD20177,Lyndrassia,No,Navigation,Concrete,27.685,1.528,0.0,1940.0,,112.03193,1000438.2556,Controlled,15/03/2022,5.0,1.64,Significant,Not Available,,0.0899,540.2,927.3,
SOAD05024,Lyndrassia,No,Irrigation,Concrete,69.45,0.32,167500.0,1928.0,1981H;1981S;2007,12.105649999999999,4002.92487,Controlled,09/09/2020,1.0,80.72,High,Not Available,,0.1448,842.2,211.4,38.2
SOAD11484,Navaldia,No,Flood Risk Reduction,,8.663,0.2,,1977.0,,9.40478,1320.99184,,02/05/2019,5.0,,High,Not Available,,0.0677,867.6,713.8,
SOAD18523,Flumevale,Yes,Irrigation,Earth,15.019,2.458,,1904.0,2019,44.38213,402.15679,Uncontrolled,13/05/2022,1.0,24.89,High,Satisfactory,13/05/2022,0.0958,536.6,286.2,30.1
SOAD03704,Flumevale,Yes,Hydroelectric,Earth,139.623,0.273,5250000.0,1960.0,,9.45206,7060.3817899999995,Uncontrolled,29/08/2023,1.0,,High,Satisfactory,29/09/2023,0.0917,942.9,798.5,
SOAD11654,Navaldia,No,Flood Risk Reduction,Earth,10.018,1.6,0.0,1977.0,,10.01154,1270.38933,,02/05/2019,5.0,,High,Not Available,,0.0779,947.1,531.4,
SOAD00481,Navaldia,Yes,Other,Earth,23.153,6.317,,1980.0,,26.66198,3715.28955,,04/05/2022,5.0,5.02,High,Satisfactory,31/10/2022,0.0642,923.8,476.9,
SOAD01942,Flumevale,Yes,Irrigation,Earth,54.171,0.675,1723400.0,1968.0,,14.924719999999999,202.41003999999998,Uncontrolled,29/09/2020,1.0,59.52,High,Not Available,,0.0853,713.6,146.7,46.7
SOAD03481,Flumevale,Yes,Water Supply,Earth,98.833,0.547,5120000.0,2008.0,,12.43858,70191.00795,,09/09/2020,1.0,0.0,High,Not Available,,0.156,594.4,876.6,33.7
SOAD12476,Flumevale,Yes,Water Supply,Concrete,50.985,0.125,50000.0,1932.0,,30.369519999999998,7273.44499,Uncontrolled,24/08/2022,1.0,9.81,High,Satisfactory,24/08/2022,0.0989,754.6,464.5,39.8
SOAD05799,Navaldia,No,Flood Risk Reduction,Rockfill,34.643,0.592,819575.0,1977.0,,9.670729999999999,1251.7463,Uncontrolled,10/06/2024,5.0,10.09,High,Not Available,,0.0841,677.3,317.3,
SOAD05681,Lyndrassia,Yes,Irrigation,Earth,21.606,0.267,,1909.0,,44.868719999999996,95.87844,,04/10/2023,5.0,38.79,High,Satisfactory,21/06/2018,0.0614,575.2,67.4,1.5
SOAD19210,Flumevale,Yes,Hydroelectric,Concrete,9.128,0.073,,1958.0,,8.22475,1265.06275,,17/08/2023,1.0,1.53,Significant,Satisfactory,29/09/2023,0.1052,679.1,587.7,94.1
SOAD04687,Flumevale,Yes,Hydroelectric,Rockfill,114.447,0.287,,1958.0,,13.593,284.97203,Uncontrolled,17/08/2023,1.0,27.61,High,Satisfactory,29/09/2023,0.0773,793.7,323.5,68.6
SOAD18548,Lyndrassia,Yes,Irrigation,Earth,33.306,0.608,,1939.0,1999,32.36513,12440.22759,Controlled,17/05/2023,5.0,82.86,High,Poor,04/09/2024,0.0895,510.8,198.3,19.2
SOAD15262,Navaldia,Yes,Flood Risk Reduction,Earth,55.619,0.642,,1956.0,,1.19185,1835.0068099999999,,06/10/2020,1.0,,High,Satisfactory,,0.1184,254.5,500.0,
SOAD19947,Flumevale,Yes,Hydroelectric,Rockfill,89.835,1.11,,1958.0,,8.75468,1238.42985,Controlled,17/08/2023,1.0,1.66,High,Satisfactory,29/09/2023,0.0882,485.5,495.8,72.6
SOAD10128,Navaldia,Yes,Water Supply,Earth,30.046,1.247,2734000.0,1938.0,,36.63018,3531.52254,Uncontrolled,03/06/2021,5.0,11.54,High,Fair,03/06/2022,0.1029,834.5,447.5,29.0
SOAD01507,Flumevale,Yes,Hydroelectric,Concrete,2.682,0.136,,1982.0,,17.67484,,,03/08/2023,1.0,3.11,High,Satisfactory,29/09/2023,0.0945,782.6,946.5,71.6
SOAD09902,Navaldia,No,Flood Risk Reduction,Gravity,41.24,0.32,183000.0,1942.0,,1.7217799999999999,2048.07001,Controlled,30/07/2020,5.0,,High,Not Available,,0.1158,67.2,568.3,
SOAD14038,Navaldia,No,Flood Risk Reduction,Rockfill,40.87,2.15,,1978.0,,5.88636,924.16163,Uncontrolled,15/07/2021,5.0,,High,Not Available,,0.0777,937.2,892.2,
SOAD18022,Navaldia,Yes,Water Supply,Earth,18.699,3.0,,1956.0,1991S,31.9928,822.95661,Uncontrolled,15/06/2022,5.0,4.67,High,Fair,21/10/2022,0.065,487.8,221.0,26.4
SOAD14709,Navaldia,Yes,Water Supply,Earth,30.311,2.161,,1957.0,1996S,15.75409,1001.39704,Uncontrolled,11/12/2018,5.0,1.59,High,Satisfactory,29/03/2019,0.0743,758.4,817.6,68.3
SOAD07378,Flumevale,Yes,Irrigation,Earth,68.57,2.013,1953000.0,1963.0,,17.54285,2061.38646,Uncontrolled,27/03/2023,1.0,8.16,High,Fair,29/09/2023,0.1135,847.3,201.2,8.2
SOAD13166,Flumevale,Yes,Irrigation,Earth,48.235,0.39,,1911.0,1992;1996;2015,27.22146,601.90354,Uncontrolled,22/07/2022,1.0,11.09,High,Unsatisfactory,22/07/2022,0.1525,852.8,461.6,26.4
SOAD01540,Flumevale,Yes,Irrigation,Earth,80.205,0.9,3510000.0,1965.0,,12.47404,338.23783,Controlled,22/08/2023,1.0,79.07,High,Satisfactory,29/09/2023,0.0841,493.3,180.4,9.7
SOAD17895,Lyndrassia,Yes,Irrigation,Earth,7.511,2.0,,1909.0,,43.25332,98.54173,,04/10/2023,5.0,50.02,High,Satisfactory,21/06/2018,0.0553,909.3,123.8,37.6
SOAD00018,Lyndrassia,Yes,Irrigation,Earth,19.997,0.152,,1934.0,,47.24257,4114.78305,,20/04/2020,5.0,20.21,High,Satisfactory,12/06/2018,0.0681,915.1,202.6,27.2
SOAD03453,Flumevale,Yes,Water Supply,Earth,47.004,3.867,16650000.0,1973.0,,19.73152,74.57212,,17/11/2021,1.0,0.61,High,Satisfactory,24/01/2018,0.1061,744.8,297.4,18.3
SOAD06439,Lyndrassia,No,Hydroelectric,Gravity,42.424,0.244,,1911.0,,51.12938,121920.08962,Controlled,02/08/2021,1.0,53.24,High,Satisfactory,11/04/2023,0.0892,706.9,177.6,78.7
SOAD05903,Flumevale,Yes,Flood Risk Reduction,Earth,68.705,4.767,13000000.0,1953.0,,7.29097,2663.29,Uncontrolled,09/09/2020,5.0,1.66,High,Not Available,,0.1004,498.4,864.5,
SOAD12664,Flumevale,Yes,Fish and Wildlife Pond,Earth,58.951,1.337,3738000.0,1940.0,,22.72789,1840.33339,,29/09/2020,1.0,0.0,High,Not Available,,0.1472,745.0,743.6,
SOAD19152,Navaldia,Yes,Water Supply,Earth,26.483,3.083,,1974.0,,24.61712,1600.63729,Uncontrolled,13/01/2016,5.0,,High,Not Rated,13/01/2021,0.0777,672.3,875.2,57.1
SOAD16888,Navaldia,No,Flood Risk Reduction,Earth,50.179,0.493,1400000.0,1940.0,,2.79543,1925.55867,Uncontrolled,12/10/2021,5.0,,High,Not Available,,0.1043,558.3,849.7,
SOAD04093,Navaldia,No,Hydroelectric,Gravity,25.943,1.623,,1930.0,,60.97347,181175.62883,Controlled,14/06/2022,1.0,3.3,Significant,Satisfactory,11/04/2023,0.1314,669.6,936.1,94.2
SOAD04852,Flumevale,Yes,Fish and Wildlife Pond,Rockfill,4.294,0.158,110316.0,1968.0,,15.09808,,,29/09/2020,1.0,58.25,High,Not Available,,0.1128,803.0,192.3,
SOAD00711,Flumevale,Yes,Hydroelectric,Rockfill,118.025,0.648,,1931.0,,8.43357,1195.81721,Controlled,11/07/2023,1.0,32.16,High,Satisfactory,29/09/2023,0.0945,525.4,87.8,47.7
SOAD05213,Flumevale,Yes,Hydroelectric,Concrete,62.585,0.587,281000.0,1927.0,,18.46678,226.37965,Uncontrolled,03/08/2023,1.0,3.33,High,Satisfactory,29/09/2023,0.0898,540.4,775.0,82.4
SOAD15982,Navaldia,Yes,Flood Risk Reduction,Earth,20.02,1.394,,1924.0,1934O,27.13478,23.96961,Uncontrolled,05/05/2021,2.0,,High,Poor,23/08/2021,0.1164,543.6,630.6,
SOAD09313,Flumevale,Yes,Hydroelectric,Earth,57.038,1.411,5300000.0,1954.0,,15.55512,665.8225,Controlled,29/08/2023,1.0,4.86,High,Poor,29/09/2023,0.1072,498.7,950.4,95.4
SOAD01744,Flumevale,Yes,Flood Risk Reduction,Rockfill,187.708,0.993,38372510.0,1999.0,,6.80635,1310.33868,,23/08/2022,1.0,18.49,High,Satisfactory,01/09/2017,0.1042,735.2,239.1,
SOAD02531,Navaldia,Yes,Water Supply,Earth,27.093,1.2,,1953.0,,40.78688,2618.0140699999997,Uncontrolled,16/07/2019,2.0,48.04,Significant,Poor,20/11/2019,0.1571,855.7,103.6,58.9
SOAD06765,Navaldia,No,Flood Risk Reduction,Rockfill,47.545,0.903,,1978.0,,4.06608,2085.35607,Uncontrolled,15/07/2021,5.0,,High,Not Available,,0.0577,768.1,591.1,
SOAD00800,Flumevale,Yes,Tailings,Earth,146.141,1.547,,,,,,,,,22.74,High,Not Available,,0.1258,751.2,346.7,
SOAD09368,Flumevale,Yes,Hydroelectric,Earth,35.676,1.047,740000.0,1948.0,,24.32556,553.96432,,28/09/2020,1.0,8.01,High,Not Available,,0.1366,801.6,137.1,91.4
SOAD17759,Flumevale,Yes,Water Supply,Earth,77.64,0.427,3800000.0,1997.0,,16.020039999999998,141.15437,,04/11/2021,1.0,8.06,High,Satisfactory,01/09/2017,0.0908,639.0,459.3,46.2
SOAD14232,Flumevale,Yes,Flood Risk Reduction,Earth,68.443,2.203,8579000.0,1976.0,,11.82788,5046.93455,Uncontrolled,31/03/2022,5.0,6.23,High,Not Available,,0.0881,649.6,207.7,
SOAD13120,Navaldia,Yes,Water Supply,Earth,24.89,1.75,,1971.0,1997S;2010S,38.8287,564.61748,Uncontrolled,22/05/2018,5.0,,High,Not Rated,22/05/2023,0.1104,626.9,617.9,52.4
SOAD02365,Flumevale,No,Flood Risk Reduction,Earth,64.041,1.175,0.0,1959.0,,14.11505,780.34397,Uncontrolled,21/07/2022,5.0,3.22,High,Not Available,,0.076,816.7,134.9,
SOAD03756,Flumevale,Yes,Hydroelectric,Earth,107.286,0.383,4360200.0,1942.0,,18.1831,4229.30452,Controlled,03/06/2020,1.0,21.4,High,Not Available,,0.118,554.1,189.3,76.5
SOAD12639,Navaldia,No,Flood Risk Reduction,Rockfill,10.304,0.62,0.0,1961.0,,0.66192,2056.05988,Uncontrolled,12/09/2022,5.0,,High,Not Available,,0.0598,32.9,676.8,
SOAD05693,Navaldia,No,Flood Risk Reduction,Earth,80.194,1.0,4275000.0,1961.0,,0.68359,2157.2649,,12/09/2022,5.0,,High,Not Available,,0.0835,436.2,653.3,
SOAD16687,Flumevale,Yes,Irrigation,Earth,87.853,0.422,2961350.0,1949.0,,16.13036,117.18476,,29/10/2020,1.0,3.38,High,Not Available,,0.0993,926.5,329.8,5.3
SOAD12445,Flumevale,Yes,Irrigation,Earth,11.23,0.116,38892.0,1949.0,,16.40813,122.51133999999999,,29/10/2020,1.0,3.17,High,Not Available,,0.1519,767.7,130.4,33.3
SOAD10827,Flumevale,Yes,Irrigation,Earth,76.502,0.373,2095240.0,1949.0,,15.73833,119.84805,,29/10/2020,1.0,3.3,High,Not Available,,0.1398,850.4,353.5,39.1
SOAD08627,Flumevale,Yes,Water Supply,Earth,147.515,0.363,6860000.0,1974.0,,10.62815,3145.3454899999997,Controlled,09/05/2023,1.0,18.63,High,Fair,29/09/2023,0.1138,797.9,392.4,7.5
SOAD10298,Flumevale,No,Irrigation,Buttress,29.104,1.158,196800.0,1937.0,,59.92937,41166.473529999996,Uncontrolled,08/07/2020,1.0,31.07,High,Not Available,,0.1082,714.3,131.4,14.8
SOAD06484,Lyndrassia,No,Navigation,Concrete,25.444,8.8,0.0,1939.0,,111.36213,1071430.91384,,06/07/2020,5.0,4.92,Significant,Not Available,,0.1323,819.6,345.0,
SOAD16755,Flumevale,Yes,Irrigation,Earth,83.309,0.479,3905000.0,1949.0,,16.46329,127.83792,,29/10/2020,1.0,3.11,High,Not Available,,0.135,870.1,357.1,16.1
SOAD11304,Flumevale,No,Flood Risk Reduction,Earth,68.348,0.733,0.0,1971.0,,0.00788,1518.0753,Uncontrolled,25/04/2023,5.0,,High,Not Available,,0.0718,14.4,741.4,
SOAD12521,Flumevale,Yes,Irrigation,Earth,53.349,0.613,1883000.0,1948.0,2003F;2003S,17.33009,117.18476,,29/10/2020,1.0,3.35,High,Not Available,,0.1113,637.3,354.9,40.9
SOAD15232,Navaldia,Yes,Recreation,Earth,21.303,2.292,,1974.0,,43.3991,924.16163,,26/07/2022,5.0,6.44,High,Satisfactory,18/06/2014,0.0444,583.7,336.1,8.1
SOAD06862,Flumevale,Yes,Water Supply,Earth,42.921,0.198,1045000.0,1941.0,,43.36758,3235.8973499999997,,18/11/2021,1.0,39.5,High,Satisfactory,01/09/2017,0.0938,692.7,236.5,48.6
SOAD06591,Navaldia,No,Flood Risk Reduction,Earth,56.163,0.35,1821600.0,1940.0,,3.8809,3560.81873,Uncontrolled,01/11/2022,5.0,,High,Not Available,,0.0843,899.1,496.6,
SOAD15865,Flumevale,No,Flood Risk Reduction,Rockfill,75.267,0.582,0.0,1975.0,,15.192639999999999,1712.49547,Uncontrolled,17/10/2019,5.0,25.92,High,Not Available,,0.0831,641.6,159.8,
SOAD05776,Flumevale,No,Flood Risk Reduction,Earth,72.099,0.733,0.0,1971.0,,0.00788,1563.35123,Uncontrolled,13/06/2018,5.0,,High,Not Available,,0.0864,20.8,562.4,
SOAD03537,Navaldia,Yes,Water Supply,Earth,34.141,0.418,,1964.0,1974S;1996S,22.45603,3398.35804,Uncontrolled,30/05/2023,5.0,16.19,High,Fair,24/01/2020,0.0586,887.4,266.0,58.5
SOAD02749,Flumevale,Yes,Water Supply,Earth,95.065,2.174,9560000.0,1938.0,,22.178259999999998,287.63532,,14/12/2021,1.0,0.0,High,Satisfactory,01/09/2017,0.0923,722.8,131.0,35.0
SOAD11298,Flumevale,Yes,Hydroelectric,Other,92.076,0.8,2600000.0,1989.0,,16.37661,324.92138,Uncontrolled,09/08/2022,1.0,25.79,High,Satisfactory,29/09/2023,0.0755,732.4,277.6,79.0
SOAD11001,Navaldia,No,Flood Risk Reduction,Earth,35.897,2.278,3042100.0,1969.0,,15.066559999999999,2351.68507,Uncontrolled,08/06/2022,5.0,,High,Not Available,,0.1189,887.6,920.1,
SOAD13704,Navaldia,No,Flood Risk Reduction,Gravity,16.808,20.389,4793717.0,1948.0,,0.00788,1012.0502,Uncontrolled,17/11/2023,1.0,1.56,High,Not Available,,0.0825,25.8,105.3,
SOAD15819,Navaldia,Yes,Water Supply,Earth,20.812,2.24,,1945.0,1983S;1991S,47.65036,2040.08014,Uncontrolled,05/05/2021,5.0,,High,Satisfactory,08/12/2021,0.0738,802.1,651.1,20.4
SOAD18554,Flumevale,Yes,Water Supply,Concrete,117.517,0.446,617000.0,1929.0,,18.91594,4327.84625,,12/09/2023,1.0,32.95,High,Fair,29/09/2023,0.1154,517.8,192.9,51.8
SOAD05307,Flumevale,Yes,Irrigation,Rockfill,137.811,0.523,8440000.0,1966.0,,10.94532,814.96674,Uncontrolled,22/08/2023,1.0,90.28,High,Fair,29/09/2023,0.1062,562.2,77.2,12.3
SOAD10089,Navaldia,No,Flood Risk Reduction,Rockfill,45.293,0.95,3806000.0,1965.0,,6.43008,2735.19883,Uncontrolled,07/06/2022,5.0,,High,Not Available,,0.0998,669.9,514.0,
SOAD07300,Flumevale,Yes,Water Supply,Earth,13.018,0.453,,,,19.2469,,,12/09/2023,1.0,31.58,High,Satisfactory,29/09/2023,0.103,713.0,168.0,7.4
SOAD04955,Navaldia,Yes,Recreation,Earth,38.021,3.133,2300000.0,1963.0,1977H;1988S,17.20204,3877.75024,Uncontrolled,18/05/2023,5.0,5.07,High,Not Rated,11/05/2022,0.1208,937.6,99.2,4.8
SOAD04078,Flumevale,No,Irrigation,Earth,97.373,1.117,6695000.0,1953.0,2000E;2000F;2000H;2000O;2000S,25.43073,3092.07969,Controlled,24/08/2020,1.0,1.56,High,Not Available,,0.091,940.0,783.8,24.0
SOAD03196,Navaldia,No,Flood Risk Reduction,Gravity,13.43,23.967,3515649.0,1945.0,,0.00788,966.77427,Uncontrolled,17/11/2023,1.0,1.64,High,Not Available,,0.1146,41.3,152.8,
SOAD02961,Flumevale,Yes,Water Supply,Concrete,3.395,0.267,,,,18.37616,,Uncontrolled,12/09/2023,1.0,33.52,High,Satisfactory,29/09/2023,0.1021,627.5,147.7,61.1
SOAD00277,Navaldia,Yes,Recreation,Earth,55.893,1.563,,1977.0,,25.91535,442.10614,Uncontrolled,15/06/2015,5.0,,High,Not Rated,15/06/2020,0.1276,936.8,830.0,6.3
